"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Total","Median equivalised net income","Euro","15,469","e"
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Total","Median equivalised net income","National currency",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Single person","Median equivalised net income","Euro","14,403","e"
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Single person","Median equivalised net income","National currency",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Single person with dependent children","Median equivalised net income","Euro","12,387","e"
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Single person with dependent children","Median equivalised net income","National currency",":",""
"2012","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2019)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 28 countries","Total","Median equivalised net income","Euro","15,469",""
"2012","European Union - 28 countries","Total","Median equivalised net income","National currency",":",""
"2012","European Union - 28 countries","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 28 countries","Single person","Median equivalised net income","Euro","14,403",""
"2012","European Union - 28 countries","Single person","Median equivalised net income","National currency",":",""
"2012","European Union - 28 countries","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 28 countries","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","European Union - 28 countries","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","European Union - 28 countries","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 28 countries","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","European Union - 28 countries","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","European Union - 28 countries","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 28 countries","Single person with dependent children","Median equivalised net income","Euro","12,387",""
"2012","European Union - 28 countries","Single person with dependent children","Median equivalised net income","National currency",":",""
"2012","European Union - 28 countries","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Euro","15,556",""
"2012","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","National currency",":",""
"2012","European Union - 27 countries (2007-2013)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","Single person","Median equivalised net income","Euro","14,461",""
"2012","European Union - 27 countries (2007-2013)","Single person","Median equivalised net income","National currency",":",""
"2012","European Union - 27 countries (2007-2013)","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","European Union - 27 countries (2007-2013)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","European Union - 27 countries (2007-2013)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","European Union - 27 countries (2007-2013)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","European Union - 27 countries (2007-2013)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 27 countries (2007-2013)","Single person with dependent children","Median equivalised net income","Euro","12,407",""
"2012","European Union - 27 countries (2007-2013)","Single person with dependent children","Median equivalised net income","National currency",":",""
"2012","European Union - 27 countries (2007-2013)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Euro",":",""
"2012","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","National currency",":",""
"2012","European Union - 15 countries (1995-2004)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Single person","Median equivalised net income","Euro",":",""
"2012","European Union - 15 countries (1995-2004)","Single person","Median equivalised net income","National currency",":",""
"2012","European Union - 15 countries (1995-2004)","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","European Union - 15 countries (1995-2004)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","European Union - 15 countries (1995-2004)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","European Union - 15 countries (1995-2004)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","European Union - 15 countries (1995-2004)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","European Union - 15 countries (1995-2004)","Single person with dependent children","Median equivalised net income","Euro",":",""
"2012","European Union - 15 countries (1995-2004)","Single person with dependent children","Median equivalised net income","National currency",":",""
"2012","European Union - 15 countries (1995-2004)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Median equivalised net income","Euro","17,477","e"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Median equivalised net income","National currency",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Single person","Median equivalised net income","Euro","15,797","e"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Single person","Median equivalised net income","National currency",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Single person with dependent children","Median equivalised net income","Euro","13,047","e"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Single person with dependent children","Median equivalised net income","National currency",":",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Total","Median equivalised net income","Euro","17,279",""
"2012","Euro area (19 countries)","Total","Median equivalised net income","National currency",":",""
"2012","Euro area (19 countries)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Single person","Median equivalised net income","Euro","15,611",""
"2012","Euro area (19 countries)","Single person","Median equivalised net income","National currency",":",""
"2012","Euro area (19 countries)","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Euro area (19 countries)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Euro area (19 countries)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Euro area (19 countries)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Euro area (19 countries)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (19 countries)","Single person with dependent children","Median equivalised net income","Euro","12,853",""
"2012","Euro area (19 countries)","Single person with dependent children","Median equivalised net income","National currency",":",""
"2012","Euro area (19 countries)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Total","Median equivalised net income","Euro","17,397",""
"2012","Euro area (18 countries)","Total","Median equivalised net income","National currency",":",""
"2012","Euro area (18 countries)","Total","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Single person","Median equivalised net income","Euro","15,729",""
"2012","Euro area (18 countries)","Single person","Median equivalised net income","National currency",":",""
"2012","Euro area (18 countries)","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","Euro","12,969",""
"2012","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","National currency",":",""
"2012","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Belgium","Total","Median equivalised net income","Euro","20,280",""
"2012","Belgium","Total","Median equivalised net income","National currency","20,280",""
"2012","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","18,396",""
"2012","Belgium","Single person","Median equivalised net income","Euro","16,017",""
"2012","Belgium","Single person","Median equivalised net income","National currency","16,017",""
"2012","Belgium","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,529",""
"2012","Belgium","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Belgium","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Belgium","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Belgium","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Belgium","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Belgium","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Belgium","Single person with dependent children","Median equivalised net income","Euro","14,069",""
"2012","Belgium","Single person with dependent children","Median equivalised net income","National currency","14,069",""
"2012","Belgium","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","12,762",""
"2012","Bulgaria","Total","Median equivalised net income","Euro","2,859",""
"2012","Bulgaria","Total","Median equivalised net income","National currency","5,591",""
"2012","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)","5,695",""
"2012","Bulgaria","Single person","Median equivalised net income","Euro","1,841",""
"2012","Bulgaria","Single person","Median equivalised net income","National currency","3,601",""
"2012","Bulgaria","Single person","Median equivalised net income","Purchasing power standard (PPS)","3,669",""
"2012","Bulgaria","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Bulgaria","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Bulgaria","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Bulgaria","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Bulgaria","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Bulgaria","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Bulgaria","Single person with dependent children","Median equivalised net income","Euro","1,943",""
"2012","Bulgaria","Single person with dependent children","Median equivalised net income","National currency","3,800",""
"2012","Bulgaria","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","3,871",""
"2012","Czechia","Total","Median equivalised net income","Euro","7,791",""
"2012","Czechia","Total","Median equivalised net income","National currency","191,588",""
"2012","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)","10,313",""
"2012","Czechia","Single person","Median equivalised net income","Euro","6,100",""
"2012","Czechia","Single person","Median equivalised net income","National currency","150,000",""
"2012","Czechia","Single person","Median equivalised net income","Purchasing power standard (PPS)","8,074",""
"2012","Czechia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Czechia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Czechia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Czechia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Czechia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Czechia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Czechia","Single person with dependent children","Median equivalised net income","Euro","5,726",""
"2012","Czechia","Single person with dependent children","Median equivalised net income","National currency","140,800",""
"2012","Czechia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","7,579",""
"2012","Denmark","Total","Median equivalised net income","Euro","27,184",""
"2012","Denmark","Total","Median equivalised net income","National currency","202,535",""
"2012","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)","19,228",""
"2012","Denmark","Single person","Median equivalised net income","Euro","21,445",""
"2012","Denmark","Single person","Median equivalised net income","National currency","159,775",""
"2012","Denmark","Single person","Median equivalised net income","Purchasing power standard (PPS)","15,168",""
"2012","Denmark","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Denmark","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Denmark","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Denmark","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Denmark","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Denmark","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Denmark","Single person with dependent children","Median equivalised net income","Euro","21,004",""
"2012","Denmark","Single person with dependent children","Median equivalised net income","National currency","156,490",""
"2012","Denmark","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","14,856",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro","19,592",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency","19,592",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)","19,204",""
"2012","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","Euro","15,831",""
"2012","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","National currency","15,831",""
"2012","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","Purchasing power standard (PPS)","15,518",""
"2012","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","Euro","13,406",""
"2012","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","National currency","13,406",""
"2012","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","13,141",""
"2012","Estonia","Total","Median equivalised net income","Euro","5,985",""
"2012","Estonia","Total","Median equivalised net income","National currency","5,985",""
"2012","Estonia","Total","Median equivalised net income","Purchasing power standard (PPS)","7,887",""
"2012","Estonia","Single person","Median equivalised net income","Euro","4,006",""
"2012","Estonia","Single person","Median equivalised net income","National currency","4,006",""
"2012","Estonia","Single person","Median equivalised net income","Purchasing power standard (PPS)","5,279",""
"2012","Estonia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Estonia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Estonia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Estonia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Estonia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Estonia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Estonia","Single person with dependent children","Median equivalised net income","Euro","4,455",""
"2012","Estonia","Single person with dependent children","Median equivalised net income","National currency","4,455",""
"2012","Estonia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,871",""
"2012","Ireland","Total","Median equivalised net income","Euro","19,748",""
"2012","Ireland","Total","Median equivalised net income","National currency","19,748",""
"2012","Ireland","Total","Median equivalised net income","Purchasing power standard (PPS)","16,604",""
"2012","Ireland","Single person","Median equivalised net income","Euro","14,498",""
"2012","Ireland","Single person","Median equivalised net income","National currency","14,498",""
"2012","Ireland","Single person","Median equivalised net income","Purchasing power standard (PPS)","12,190",""
"2012","Ireland","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Ireland","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Ireland","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Ireland","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Ireland","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Ireland","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Ireland","Single person with dependent children","Median equivalised net income","Euro","13,690",""
"2012","Ireland","Single person with dependent children","Median equivalised net income","National currency","13,690",""
"2012","Ireland","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","11,510",""
"2012","Greece","Total","Median equivalised net income","Euro","9,460",""
"2012","Greece","Total","Median equivalised net income","National currency","9,460",""
"2012","Greece","Total","Median equivalised net income","Purchasing power standard (PPS)","10,007",""
"2012","Greece","Single person","Median equivalised net income","Euro","9,050",""
"2012","Greece","Single person","Median equivalised net income","National currency","9,050",""
"2012","Greece","Single person","Median equivalised net income","Purchasing power standard (PPS)","9,573",""
"2012","Greece","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Greece","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Greece","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Greece","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Greece","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Greece","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Greece","Single person with dependent children","Median equivalised net income","Euro","5,019",""
"2012","Greece","Single person with dependent children","Median equivalised net income","National currency","5,019",""
"2012","Greece","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,309",""
"2012","Spain","Total","Median equivalised net income","Euro","13,864",""
"2012","Spain","Total","Median equivalised net income","National currency","13,864",""
"2012","Spain","Total","Median equivalised net income","Purchasing power standard (PPS)","14,300",""
"2012","Spain","Single person","Median equivalised net income","Euro","12,797",""
"2012","Spain","Single person","Median equivalised net income","National currency","12,797",""
"2012","Spain","Single person","Median equivalised net income","Purchasing power standard (PPS)","13,199",""
"2012","Spain","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Spain","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Spain","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Spain","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Spain","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Spain","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Spain","Single person with dependent children","Median equivalised net income","Euro","10,357",""
"2012","Spain","Single person with dependent children","Median equivalised net income","National currency","10,357",""
"2012","Spain","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","10,682",""
"2012","France","Total","Median equivalised net income","Euro","20,605",""
"2012","France","Total","Median equivalised net income","National currency","20,605",""
"2012","France","Total","Median equivalised net income","Purchasing power standard (PPS)","18,786",""
"2012","France","Single person","Median equivalised net income","Euro","18,703",""
"2012","France","Single person","Median equivalised net income","National currency","18,703",""
"2012","France","Single person","Median equivalised net income","Purchasing power standard (PPS)","17,052",""
"2012","France","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","France","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","France","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","France","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","France","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","France","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","France","Single person with dependent children","Median equivalised net income","Euro","14,698",""
"2012","France","Single person with dependent children","Median equivalised net income","National currency","14,698",""
"2012","France","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","13,400",""
"2012","Croatia","Total","Median equivalised net income","Euro","5,377",""
"2012","Croatia","Total","Median equivalised net income","National currency","40,000",""
"2012","Croatia","Total","Median equivalised net income","Purchasing power standard (PPS)","7,362",""
"2012","Croatia","Single person","Median equivalised net income","Euro","3,920",""
"2012","Croatia","Single person","Median equivalised net income","National currency","29,160",""
"2012","Croatia","Single person","Median equivalised net income","Purchasing power standard (PPS)","5,367",""
"2012","Croatia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Croatia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Croatia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Croatia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Croatia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Croatia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Croatia","Single person with dependent children","Median equivalised net income","Euro","4,382",""
"2012","Croatia","Single person with dependent children","Median equivalised net income","National currency","32,600",""
"2012","Croatia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","6,000",""
"2012","Italy","Total","Median equivalised net income","Euro","15,979",""
"2012","Italy","Total","Median equivalised net income","National currency","15,979",""
"2012","Italy","Total","Median equivalised net income","Purchasing power standard (PPS)","15,495",""
"2012","Italy","Single person","Median equivalised net income","Euro","15,140",""
"2012","Italy","Single person","Median equivalised net income","National currency","15,140",""
"2012","Italy","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,681",""
"2012","Italy","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Italy","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Italy","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Italy","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Italy","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Italy","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Italy","Single person with dependent children","Median equivalised net income","Euro","11,456",""
"2012","Italy","Single person with dependent children","Median equivalised net income","National currency","11,456",""
"2012","Italy","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","11,109",""
"2012","Cyprus","Total","Median equivalised net income","Euro","16,927",""
"2012","Cyprus","Total","Median equivalised net income","National currency","16,927",""
"2012","Cyprus","Total","Median equivalised net income","Purchasing power standard (PPS)","19,074",""
"2012","Cyprus","Single person","Median equivalised net income","Euro","13,383",""
"2012","Cyprus","Single person","Median equivalised net income","National currency","13,383",""
"2012","Cyprus","Single person","Median equivalised net income","Purchasing power standard (PPS)","15,080",""
"2012","Cyprus","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2012","Cyprus","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2012","Cyprus","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Cyprus","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2012","Cyprus","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2012","Cyprus","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2012","Cyprus","Single person with dependent children","Median equivalised net income","Euro","14,062",""
"2012","Cyprus","Single person with dependent children","Median equivalised net income","National currency","14,062",""
"2012","Cyprus","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","15,845",""
"2012","Latvia","Total","Median equivalised net income","Euro","4,459",""
"2012","Latvia","Total","Median equivalised net income","National currency","4,459",""
"2012","Latvia","Total","Median equivalised net income","Purchasing power standard (PPS)","6,113",""
